,tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
57687,2020S,1646,Hatanpään lukio,FI,,2,12,2.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
57688,2020S,1646,Hatanpään lukio,FI,,2,21,4.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,,5.0,,,,,,,3.0,,,,,,,,,,1
57689,2020S,1646,Hatanpään lukio,FI,,2,36,7.0,,,,,,,,,5.0,5.0,,,,,,,,6.0,,,,,4.0,,,4.0,,,,,,,,5.0,,,,,,,,,1
57690,2020S,1646,Hatanpään lukio,FI,,1,25,4.0,,,,,,,,,,,5.0,,4.0,,,,,,,,5.0,,2.0,,,5.0,,,,,,,,,,,,,,,,,1
57691,2020S,1646,Hatanpään lukio,FI,,2,17,4.0,,,,,,,,,4.0,2.0,,,,,,,,,,3.0,4.0,,,,,0.0,,,,,,,,,,,,,,,,,1
57692,2020S,1646,Hatanpään lukio,FI,,2,18,4.0,,,,,,,,,4.0,,4.0,,,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
57693,2020S,1646,Hatanpään lukio,FI,,2,15,3.0,,,,,,,,,3.0,2.0,,,,,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57694,2020S,1646,Hatanpään lukio,FI,,1,29,3.0,,,,,,,,,6.0,4.0,,5.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
57695,2020S,1646,Hatanpään lukio,FI,,2,26,6.0,,,,,,,,,,,,,,6.0,,,,,,,5.0,,3.0,,,3.0,,,,,,,3.0,,,,,,,,,,1
57696,2020S,1646,Hatanpään lukio,FI,,2,21,5.0,,,,,,,,,,,,,3.0,6.0,,,,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,1
57697,2020S,1646,Hatanpään lukio,FI,,2,27,7.0,,,,,,,,,,,5.0,,,5.0,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
57698,2020S,1646,Hatanpään lukio,FI,,1,10,,,,,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
57699,2020S,1646,Hatanpään lukio,FI,,1,17,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,7.0,,,,,,,,,,,,,,,,,1
57700,2020S,1646,Hatanpään lukio,FI,,2,33,6.0,,,,,,,,,5.0,,,,,6.0,,,,,,6.0,,,4.0,,,2.0,,,,,,,4.0,,,,,,,,,,1
57701,2020S,1646,Hatanpään lukio,FI,,2,24,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,4.0,,,3.0,,,,,,4.0,,6.0,,,,,,,,,1
57702,2020S,1646,Hatanpään lukio,FI,,1,21,,,,,,,4.0,,,,,,,3.0,,,,,,,,4.0,,2.0,,,,,,5.0,,3.0,,,,,,,,,,,,1
57874,2020S,1813,Tammerkosken lukio,FI,,1,16,3.0,,,,,,,,,5.0,,,,,2.0,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
57875,2020S,1813,Tammerkosken lukio,FI,,2,29,5.0,,,,,,,,,5.0,,5.0,,,3.0,,,,,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,1
57876,2020S,1813,Tammerkosken lukio,FI,,2,22,3.0,,,,,,,,,4.0,,,,5.0,2.0,,,,,,,,,,,,6.0,,,,,,,2.0,,,,,,,,,,1
57877,2020S,1813,Tammerkosken lukio,FI,,2,23,5.0,,,,,,,,,4.0,,,,,4.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57878,2020S,1813,Tammerkosken lukio,FI,,2,21,4.0,,,,,,,,,4.0,,,,,3.0,,,,2.0,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,1
57879,2020S,1813,Tammerkosken lukio,FI,,2,13,,,,,,,3.0,,,3.0,,,,,,,,,,,2.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,1
57880,2020S,1813,Tammerkosken lukio,FI,,2,22,4.0,,,,,,,,,,,,,,,,,,,,3.0,4.0,,4.0,,,7.0,,,,,,,,,,,,,,,,,1
57881,2020S,1813,Tammerkosken lukio,FI,,2,19,5.0,,,,,,,,3.0,,4.0,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
57882,2020S,1813,Tammerkosken lukio,FI,,2,12,3.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
57883,2020S,1813,Tammerkosken lukio,FI,,2,23,5.0,,,,,,,,5.0,,,,,,,,,,,,5.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,1
57884,2020S,1813,Tammerkosken lukio,FI,,1,20,2.0,,,,,,,,,5.0,3.0,,3.0,,,,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
57885,2020S,1813,Tammerkosken lukio,FI,,2,19,,,,,,,4.0,,3.0,,3.0,,2.0,,,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
57886,2020S,1813,Tammerkosken lukio,FI,,2,15,2.0,,,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,1
57887,2020S,1813,Tammerkosken lukio,FI,,2,18,4.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
57888,2020S,1813,Tammerkosken lukio,FI,,2,21,5.0,,,,,,,,,2.0,2.0,,,,3.0,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
57889,2020S,1813,Tammerkosken lukio,FI,,1,15,3.0,,,,,,,,2.0,,,,,,,,,,,,4.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,1
57890,2020S,1813,Tammerkosken lukio,FI,,2,22,4.0,,,,,,,,,,,,,,,3.0,,,3.0,,,3.0,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
57891,2020S,1813,Tammerkosken lukio,FI,,2,18,5.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,1
57892,2020S,1813,Tammerkosken lukio,FI,,2,32,6.0,,,,,,,,,3.0,,6.0,,,5.0,,,,,,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,1
57893,2020S,1813,Tammerkosken lukio,FI,,2,19,3.0,,,,,,,,,,,,,,,3.0,,,,,5.0,,,3.0,,,5.0,,,,,,,,,,,,,,,,,1
57894,2020S,1813,Tammerkosken lukio,FI,,2,43,6.0,,,,,,,,,,,6.0,,,5.0,6.0,,,,,,,,7.0,,,7.0,,,,,,6.0,,,,,,,,,,,1
57895,2020S,1813,Tammerkosken lukio,FI,,1,13,3.0,,,,,,,,,2.0,,,,,,,,,,,4.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,1
57896,2020S,1813,Tammerkosken lukio,FI,,2,31,5.0,,,,,,,,,,,,,4.0,5.0,,,,,,,,,5.0,,,7.0,,5.0,,,,,,,,,,,,,,,1
58163,2020S,1816,Tampereen lyseon lukio,FI,,2,22,4.0,,,,,,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
58164,2020S,1816,Tampereen lyseon lukio,FI,,2,29,4.0,,,,,,,,4.0,,5.0,,3.0,,6.0,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,,1
58165,2020S,1816,Tampereen lyseon lukio,FI,,2,28,5.0,,,,,,,,2.0,,4.0,,,,,,,,5.0,,,,,,,,6.0,,3.0,,,,,,,3.0,,,,,,,,1
58166,2020S,1816,Tampereen lyseon lukio,FI,,1,23,5.0,,,,,,,,5.0,,3.0,,4.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
58167,2020S,1816,Tampereen lyseon lukio,FI,,1,26,4.0,,,,,,,,4.0,,,,,,,,,,,,,5.0,,4.0,,,3.0,,,,,,,6.0,,,,,,,,,,1
58168,2020S,1816,Tampereen lyseon lukio,FI,,2,30,5.0,,,,,,,,5.0,,7.0,,,,,,,,,6.0,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,1
58169,2020S,1816,Tampereen lyseon lukio,FI,,2,47,7.0,,,,,,,,7.0,,7.0,,7.0,,,,,,,7.0,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
58170,2020S,1816,Tampereen lyseon lukio,FI,,2,31,7.0,,,,,,,,5.0,,7.0,,,6.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
58171,2020S,1816,Tampereen lyseon lukio,FI,,2,20,5.0,,,,,,,,5.0,,4.0,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
58172,2020S,1816,Tampereen lyseon lukio,FI,,2,35,6.0,,,,,,,,5.0,,7.0,,,,7.0,,,,,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
58173,2020S,1816,Tampereen lyseon lukio,FI,,2,38,7.0,,,,,,,,5.0,,,,,7.0,,,,,7.0,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,1
58174,2020S,1816,Tampereen lyseon lukio,FI,,2,33,6.0,,,,,,,,5.0,,6.0,,5.0,,,,,,,5.0,,,,,,,6.0,,,,,,,,,,,,,,,,,1
58175,2020S,1816,Tampereen lyseon lukio,FI,,2,26,5.0,,,,,,,,,6.0,,,,,,,,,7.0,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
59204,2021K,1814,Tampereen aikuislukio,FI,,1,22,5.0,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,1
59205,2021K,1814,Tampereen aikuislukio,FI,,2,25,5.0,,,,,,,,2.0,,4.0,,,,5.0,,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
59206,2021K,1814,Tampereen aikuislukio,FI,,1,22,5.0,,,,,,,,,5.0,,,,4.0,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,1
59207,2021K,1814,Tampereen aikuislukio,FI,,1,14,3.0,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,6.0,,,,,,,,,,,,,,,,,1
59208,2021K,1814,Tampereen aikuislukio,FI,,2,16,4.0,,,,,,,,,3.0,,,,,2.0,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
59209,2021K,1814,Tampereen aikuislukio,FI,,2,16,5.0,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
59210,2021K,1814,Tampereen aikuislukio,FI,,2,31,7.0,,,,,,,,,6.0,7.0,,,,,,,,,,7.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
59211,2021K,1814,Tampereen aikuislukio,FI,,1,27,4.0,,,,,,,,,5.0,4.0,,,4.0,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,2
59212,2021K,1814,Tampereen aikuislukio,FI,,2,23,6.0,,,,,,,,,,,,,,,,,6.0,,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,2
59213,2021K,1814,Tampereen aikuislukio,FI,,2,18,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,6.0,,,,,,3.0,,,,,,,,,,,1
59214,2021K,1814,Tampereen aikuislukio,FI,,2,14,4.0,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
59215,2021K,1814,Tampereen aikuislukio,FI,,1,20,6.0,,,,,,,,,,,,,6.0,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,2
59216,2021K,1814,Tampereen aikuislukio,FI,,1,11,2.0,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
59217,2021K,1814,Tampereen aikuislukio,FI,,2,15,4.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2
59218,2021K,1814,Tampereen aikuislukio,FI,,2,15,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,6.0,,,3.0,,,,,,,,,,,,,,,,,2
59219,2021K,1814,Tampereen aikuislukio,FI,,2,15,4.0,,,,,,,,,3.0,,,,,3.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
59220,2021K,1814,Tampereen aikuislukio,FI,,2,16,4.0,,,,,,,,,4.0,,,,3.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
59221,2021K,1814,Tampereen aikuislukio,FI,,2,15,3.0,,,,,,,,,3.0,,,,,3.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,1
59222,2021K,1814,Tampereen aikuislukio,FI,,2,18,3.0,,,,,,,,3.0,,,,4.0,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,2
59223,2021K,1814,Tampereen aikuislukio,FI,,1,14,3.0,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
59224,2021K,1814,Tampereen aikuislukio,FI,,2,17,4.0,,,,,,,,,3.0,,,,,4.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2
59225,2021K,1814,Tampereen aikuislukio,FI,,1,13,2.0,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
59226,2021K,1814,Tampereen aikuislukio,FI,,1,24,4.0,,,,,,,,,4.0,,,,5.0,,,,,,,,4.0,,,,,7.0,,,,,,,,,,,,,,,,,1
59227,2021K,1814,Tampereen aikuislukio,FI,,1,10,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
59228,2021K,1814,Tampereen aikuislukio,FI,,2,18,4.0,,,,,,,,,3.0,,,,3.0,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
59229,2021K,1814,Tampereen aikuislukio,FI,,1,18,3.0,,,,,,,,,3.0,,,,3.0,,,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,2
59230,2021K,1814,Tampereen aikuislukio,FI,,2,22,6.0,,,,,,,,,6.0,,,,,,,,,,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
59231,2021K,1814,Tampereen aikuislukio,FI,,2,24,7.0,,,,,,,,,,3.0,,,5.0,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
59232,2021K,1814,Tampereen aikuislukio,FI,,1,14,3.0,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
59233,2021K,1814,Tampereen aikuislukio,FI,,2,30,7.0,,,,,,,,,,,6.0,,,,,,4.0,,,,,,6.0,,,7.0,,,,,,,,,,,,,,,,,1
59234,2021K,1814,Tampereen aikuislukio,FI,,1,20,4.0,,,,,,,,,,,,,4.0,,,,,,,,4.0,,3.0,,,5.0,,,,,,,,,,,,,,,,,2
59235,2021K,1814,Tampereen aikuislukio,FI,,2,15,4.0,,,,,,,,,2.0,,,,,3.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
59236,2021K,1814,Tampereen aikuislukio,FI,,2,17,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
59237,2021K,1814,Tampereen aikuislukio,FI,,2,15,4.0,,,,,,,,,4.0,,,,,,,,,,,4.0,,,3.0,,,0.0,,,,,,,,,,,,,,,,,2
59238,2021K,1814,Tampereen aikuislukio,FI,,2,13,4.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
59239,2021K,1814,Tampereen aikuislukio,FI,,2,25,6.0,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,1
59240,2021K,1814,Tampereen aikuislukio,FI,,1,21,4.0,,,,,,,,,5.0,,,3.0,,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,1
59241,2021K,1814,Tampereen aikuislukio,FI,,2,22,6.0,,,,,,,,4.0,,4.0,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1
59242,2021K,1814,Tampereen aikuislukio,FI,,2,26,7.0,,,,,,,,,,,7.0,,,4.0,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,1
59243,2021K,1814,Tampereen aikuislukio,FI,,2,17,5.0,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
59244,2021K,1814,Tampereen aikuislukio,FI,,1,27,5.0,,,,,,,,,7.0,,,,5.0,,3.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1
59245,2021K,1814,Tampereen aikuislukio,FI,,2,16,4.0,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,1
59246,2021K,1814,Tampereen aikuislukio,FI,,1,21,4.0,,,,,,,,,4.0,,,,5.0,,,,,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,2
59247,2021K,1814,Tampereen aikuislukio,FI,,1,14,3.0,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,1
59248,2021K,1814,Tampereen aikuislukio,FI,,2,16,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,1
59249,2021K,1814,Tampereen aikuislukio,FI,,2,17,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
59250,2021K,1814,Tampereen aikuislukio,FI,,2,34,6.0,,,,,,,,,4.0,,,,,5.0,,,,,,7.0,,,7.0,,,5.0,,,,,,,,,,,,,,,,,1
59251,2021K,1814,Tampereen aikuislukio,FI,,2,23,4.0,,,,,,,,,5.0,,,,,4.0,,,,,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,1
59252,2021K,1814,Tampereen aikuislukio,FI,,1,19,4.0,,,,,,,,,3.0,,,,,,,,,3.0,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,1
59253,2021K,1814,Tampereen aikuislukio,FI,,2,18,4.0,,,,,,,,,,,,,3.0,,3.0,,,,,4.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,2
59254,2021K,1814,Tampereen aikuislukio,FI,,1,28,5.0,,,,,,,,,6.0,5.0,,,,,,,,,5.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
59255,2021K,1814,Tampereen aikuislukio,FI,,2,16,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
59256,2021K,1814,Tampereen aikuislukio,FI,,2,19,4.0,,,,,,,,,5.0,,,,,4.0,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,1
59257,2021K,1814,Tampereen aikuislukio,FI,,2,40,,,,,,,7.0,,7.0,,,,6.0,,,,,,,6.0,,,,,,,,,,,7.0,,7.0,,,,,,,,,,,1
59258,2021K,1814,Tampereen aikuislukio,FI,,1,22,3.0,,,,,,,,,7.0,,,,4.0,,2.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
59259,2021K,1814,Tampereen aikuislukio,FI,,2,40,7.0,,,,,,,,,6.0,,,,,6.0,,,,,,,,,7.0,,,7.0,,,,,,,,,7.0,,,,,,,,1
59260,2021K,1814,Tampereen aikuislukio,FI,,2,12,3.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
59261,2021K,1814,Tampereen aikuislukio,FI,,1,12,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,,1
59262,2021K,1814,Tampereen aikuislukio,FI,,1,15,3.0,,,,,,,,,3.0,,,,3.0,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,1
59263,2021K,1814,Tampereen aikuislukio,FI,,1,15,3.0,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,1
59264,2021K,1814,Tampereen aikuislukio,FI,,2,27,6.0,,,,,,,,,,,,,,6.0,,,,4.0,,,,,5.0,,,6.0,,,,,,,,,,,,,,,,,1
59265,2021K,1814,Tampereen aikuislukio,FI,,2,32,6.0,,,,,,,,,6.0,4.0,,,,4.0,,,,,5.0,,,,,,,7.0,,,,,,,,,,,,,,,,,1
59266,2021K,1814,Tampereen aikuislukio,FI,,1,23,4.0,,,,,,,,,,,,,,,,,,,,6.0,3.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,1
59267,2021K,1814,Tampereen aikuislukio,FI,,1,23,4.0,,,,,,,,,6.0,,,,,,,,,4.0,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,1
63571,2021K,1048,Tampereen teknillinen lukio,FI,,1,19,3.0,,,,,,,,,4.0,,4.0,,,2.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
63572,2021K,1048,Tampereen teknillinen lukio,FI,,1,28,5.0,,,,,,,,4.0,,,,5.0,,,,,,,5.0,,4.0,,,,,2.0,,,,,,,3.0,,,,,,,,,,1
63573,2021K,1048,Tampereen teknillinen lukio,FI,,2,20,,,,,,,5.0,,,3.0,4.0,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,1
63574,2021K,1048,Tampereen teknillinen lukio,FI,,1,23,4.0,,,,,,,,4.0,,,,2.0,,,,,,,,4.0,5.0,,,,,4.0,,,,,,,,,,,,,,,,,1
63575,2021K,1048,Tampereen teknillinen lukio,FI,,1,24,6.0,,,,,,,,,6.0,,,,,,,,,,,,,,5.0,,,7.0,,,,,,,,,,,,,,,,,2
63576,2021K,1048,Tampereen teknillinen lukio,FI,,1,11,2.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1
63577,2021K,1048,Tampereen teknillinen lukio,FI,,2,8,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,2
63578,2021K,1048,Tampereen teknillinen lukio,FI,,1,11,2.0,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
63579,2021K,1048,Tampereen teknillinen lukio,FI,,1,19,3.0,,,,,,,,,3.0,,,,,,,,,,,,5.0,,3.0,,,5.0,,,,,,,,,,,,,,,,,2
63580,2021K,1048,Tampereen teknillinen lukio,FI,,2,14,2.0,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,3.0,,,,,,,,,,1
63581,2021K,1048,Tampereen teknillinen lukio,FI,,2,41,7.0,,,,,,,,6.0,,6.0,,,,,,,,,5.0,6.0,,,6.0,,,,,,,,5.0,,,,,,,,,,,,1
63582,2021K,1048,Tampereen teknillinen lukio,FI,,1,16,3.0,,,,,,,,,4.0,,,,,,,,,3.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,1
63583,2021K,1048,Tampereen teknillinen lukio,FI,,2,22,5.0,,,,,,,,,3.0,,,,,,,,,,,5.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,,1
63584,2021K,1048,Tampereen teknillinen lukio,FI,,1,35,6.0,,,,,,,,5.0,,,7.0,,7.0,,,,,6.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1
63585,2021K,1048,Tampereen teknillinen lukio,FI,,1,19,4.0,,,,,,,,2.0,,,,,3.0,,,,,4.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
63586,2021K,1048,Tampereen teknillinen lukio,FI,,1,22,4.0,,,,,,,,4.0,,,,4.0,4.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
63587,2021K,1048,Tampereen teknillinen lukio,FI,,1,18,4.0,,,,,,,,,4.0,,,0.0,,3.0,,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,1
63588,2021K,1048,Tampereen teknillinen lukio,FI,,2,33,5.0,,,,,,,,,,,,,7.0,6.0,,,,,,,6.0,,3.0,,,6.0,,,,,,,,,,,,,,,,,2
63589,2021K,1048,Tampereen teknillinen lukio,FI,,2,9,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,2
63590,2021K,1048,Tampereen teknillinen lukio,FI,,2,14,3.0,,,,,,,,,2.0,,,,,,,,,,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,2
63591,2021K,1048,Tampereen teknillinen lukio,FI,,2,9,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2
63592,2021K,1048,Tampereen teknillinen lukio,FI,,1,12,3.0,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,2
63593,2021K,1048,Tampereen teknillinen lukio,FI,,1,14,3.0,,,,,,,,,3.0,,,,,,,,,,,3.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2
63594,2021K,1048,Tampereen teknillinen lukio,FI,,1,16,2.0,,,,,,,,,3.0,3.0,,,3.0,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1
63595,2021K,1048,Tampereen teknillinen lukio,FI,,1,22,4.0,,,,,,,,,5.0,,4.0,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,1
63596,2021K,1048,Tampereen teknillinen lukio,FI,,2,14,3.0,,,,,,,,,3.0,,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,2
63597,2021K,1048,Tampereen teknillinen lukio,FI,,2,22,5.0,,,,,,,,,3.0,,,,,,,,,,,6.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,2
63598,2021K,1048,Tampereen teknillinen lukio,FI,,1,19,3.0,,,,,,,,,5.0,,,,3.0,,2.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2
63599,2021K,1048,Tampereen teknillinen lukio,FI,,1,14,,,,,,,4.0,,2.0,,,,0.0,,,,,,,,,,,,,,3.0,,,,5.0,,,,,,,,,,,,,1
63600,2021K,1048,Tampereen teknillinen lukio,FI,,1,15,4.0,,,,,,,,,,,,,,,,,,2.0,,,4.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,1
63601,2021K,1048,Tampereen teknillinen lukio,FI,,2,26,6.0,,,,,,,,,5.0,,,,,,,,,,,4.0,,,5.0,,,6.0,,,,,,,,,,,,,,,,,2
63602,2021K,1048,Tampereen teknillinen lukio,FI,,2,18,5.0,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,2
63603,2021K,1048,Tampereen teknillinen lukio,FI,,1,9,2.0,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,1
63604,2021K,1048,Tampereen teknillinen lukio,FI,,2,16,3.0,,,,,,,,,4.0,,,,,,,,,,,3.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,2
63605,2021K,1048,Tampereen teknillinen lukio,FI,,1,15,2.0,,,,,,,,,4.0,,,,3.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,1
63606,2021K,1048,Tampereen teknillinen lukio,FI,,1,29,,,,,,,7.0,,5.0,,5.0,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1
